Car_VIN,Brand,Model,Year,Engine_Size,Fuel_Type,Price
VINFZZC7ZJQMQQJ8Q,Ford,Mustang,2017,2.4,Petrol,28513.47
VINSQC5XQ4Q5E8UC9,Tesla,Model S,2005,0.027741844,,75236.08
VINE2Q8T34UQLWIL1,Audi,Q5,2008,2.5,Hybrid,
VIN942891KZ413LY0,Mercedes-Benz,EQC,2021,0,Electric,30739.95
VIN4XKYCBG2KKERNG,Hyundai,Elantra,2023,2.7,Petrol,46306.48
VIN2W1X5LFMPG9S0M,Nissan,Altima,2020,2.3,Petrol,58569.46
VINJ94CKK2DV3FPNW,Audi,e-tron,2022,1.8,Electric,35144.59
VINF0HCM46F6L0P23,BMW,X5,2011,2.3,Petrol,37744.32
VIN1OB7JEUY8Q3S9T,Chevrolet,Cruze,2022,3.3,Hybrid,47753.53
VINSHJK12T203K8IK,Hyundai,Elantra,2008,2.9,Diesel,37287.08
VINHI4EJUSAGIJURJ,Hyundai,Ioniq,2013,2,Petrol,20230.49
VINGGKWR4J3NQG0OM,BMW,3 Series,2004,3.3,Hybrid,36696.75
VINXBOKMZ30L8PZCS,Mercedes-Benz,E-Class,2002,2,Petrol,45911.99
VINQPBYRDBM0DLPSS,Volkswagen,ID.4,2014,0.005884806,Electric,70129.61
VINB057GO3UZ3LZWM,Tesla,Model X,2005,0.084256111,Electric,32265.26
VINNF3FQ7D4ZSI3T9,Nissan,Sentra,2007,2.6,Diesel,58745.35
VINOCO6KMRLXF8LHG,Chevrolet,Malibu,2000,2.1,Diesel,52027.05
VIN4ITN5K3OMFZNAJ,Volkswagen,ID.4,2006,0.057507829,Electric,53254.25
VIN1209PDOG89O6PT,Nissan,Leaf,2012,2.5,Electric,36084.25
VINOZZ37Z180HJA72,Nissan,Sentra,2009,2.6,Diesel,25685.8
VINPN5FS6O7VT8E9Q,Ford,Explorer,2019,2.7,Hybrid,37463.6
VIN7Q4LI6TOGDZGK6,BMW,X3,2009,2.5,Hybrid,27834.52
VIN6L152MFN55N9BS,Chevrolet,Cruze,2021,1.6,Diesel,22515.23
VINTTVL9MGMXAIW1H,Nissan,Leaf,2016,1.3,Electric,25048.14
VIN3YYI326PAFM4O0,Audi,e-tron,2018,2.2,Electric,39522.97
VINRL8PQZ4Q8C8ZCJ,Audi,Q5,2017,2.9,Diesel,53629.04
VINSXH9EKBC6N5CRD,Audi,e-tron,2022,2.4,Electric,43756.09
VINLEKHFW7BUNVKPP,Ford,Explorer,2000,2.5,Diesel,59789.8
VINJ3R1ITYIMP3NV8,Mercedes-Benz,EQC,2019,0,Electric,44620.09
VIN3EFT50V10RUEIB,Hyundai,Kona Electric,2018,0.014127758,Electric,62281.46
VIN92EWBDRABBJ2T0,Nissan,Altima,2005,3.5,Diesel,29799.42
VIN4T1FAIQQLRJPW7,Hyundai,Kona Electric,2018,0.036620817,Electric,38413.66
VINR209CBRE1G68MX,Nissan,Leaf,2018,2.1,Electric,35469.34
VIN57ICJNSMT2LXLJ,Nissan,Leaf,2019,1.5,Electric,55230.91
VIN7KM1O6BEH7AMOX,Mercedes-Benz,C-Class,2004,2,Diesel,34764.05
VINUA3KCZXQXN04MM,Nissan,Rogue,2023,2.5,,49141.4
VINTFM5UTIK2WD15B,Mercedes-Benz,E-Class,2008,2.4,Diesel,53979.66
VING3QPHR1Y9R3KBU,Tesla,Model Y,2012,0.011134837,Electric,59847.11
VINDL8UW30UNM143D,Nissan,Altima,2013,3.1,Hybrid,25888.72
VINJBNVCUTAOEPD9Y,Toyota,Highlander,2006,2.6,Diesel,44666.81
VIN7S0EB5E8QVWIHR,Volkswagen,ID.3,2020,0.0288991,Electric,36640.12
VIN9RSQXXI9XBBIGR,Mercedes-Benz,C-Class,2014,2.2,Hybrid,32314.74
VINCZPVDSNYGC0QJV,Toyota,Camry,2013,3,Hybrid,30234.08
VINH9GFJZNPEZV6JJ,Nissan,Sentra,2002,1.6,Diesel,38251.99
VIN9E3NNFOU6R4E9Q,Tesla,Model S,2017,0.064128378,Electric,45979.53
VIN4BSIRUX01O9LON,Chevrolet,Bolt EV,2009,3.4,Diesel,37166.5
VINEWYPN5QHYHZP52,Toyota,Highlander,2020,1.4,Diesel,44948.61
VIN1PB67C3YFAPL1H,Volkswagen,ID.3,2019,0.010661877,Electric,77261.03
VINKK29CBFCYPSGVH,Audi,A4,2021,3.1,Petrol,52847.06
VINRXIZ3U6Q2G0T4L,Mercedes-Benz,E-Class,2002,1.1,Diesel,45895.55
VIN09Q7G05SNDJLAV,BMW,X3,2004,3.1,Hybrid,42853.89
VINGOML2OW273MZAW,BMW,X3,2017,2.3,Petrol,44707.52
VINEOLXWCCFG875F8,Hyundai,Santa Fe,2002,1.1,Hybrid,27720.91
VINXVSKM3C15CNSY2,Audi,e-tron,2022,2.4,Electric,40405.39
VINV29PUM2DJWXZE9,Tesla,Model Y,2009,0.078381704,Electric,45457.82
VINDP0EA7RNHKKGA8,BMW,X3,2010,1.5,Petrol,40952.08
VINP5PKICA7G7QBBT,Chevrolet,Cruze,2017,2.3,Petrol,48958.85
VINOJGH1WABN4FSPQ,Tesla,Model S,2021,0.039983484,Electric,59260.41
VIN5AWI2ZJ5BDVY1S,Mercedes-Benz,C-Class,2023,3.4,Hybrid,48233.57
VINRKS3WVFT4CKU4W,Chevrolet,Malibu,2007,3,Diesel,37009.52
VINI8UV9E5JKGAUFQ,Mercedes-Benz,GLC,2021,3.3,Diesel,56130.01
VINNWU2X7PDH2E58V,BMW,3 Series,2015,3.4,Hybrid,45360.6
VINVYT67WTTFYB22V,Volkswagen,Golf,2021,2,Petrol,47906.34
VINZ645EOC8SXJ9W0,Tesla,Model 3,2009,0.072667259,Electric,37414.73
VIN5LWTP0N27WVIJD,Ford,Mustang,2011,1.1,Diesel,50619.27
VINN8TLPHQ7XPQA7K,Nissan,Rogue,2021,1.7,Petrol,45565.64
VINRONN35D5FCNQL3,Tesla,Model Y,2011,0.000347405,Electric,37074.38
VIN9RLB6C492P2PZW,Tesla,Model Y,2000,0.009591036,Electric,37430.18
VINPPJCBTYUTLQYGF,Volkswagen,Golf,2021,1.8,Petrol,49193.92
VINVQPV3DQ1OTTPSE,Audi,A4,2003,2,Diesel,40788.43
VINCBSWGM71H68JNQ,BMW,X5,2013,2.8,Diesel,22337.54
VIN5BMP6JRV9R60JD,Toyota,Camry,2018,2.4,Hybrid,48212.16
VINL7V9YAHZWB45GF,BMW,X5,2005,2.7,Diesel,45291.68
VINV23595MYO8YCH8,Tesla,Model X,2013,0.08717374,Electric,48244.34
VINC9IST2K2OS2ZBY,Toyota,Highlander,2018,1.5,Diesel,26322.52
VINT709XQIQ0SAHH8,Volkswagen,ID.4,2022,0.071145078,Electric,71932.03
VINFRV6YAC8525KY4,Mercedes-Benz,C-Class,2020,2.9,Hybrid,26726.5
VINBQI7JFXHQMXDAU,BMW,5 Series,2011,2.8,Hybrid,38353.58
VINKULTL85YAY8QAN,Ford,Focus,2014,1.6,Diesel,42814.37
VINQINOTP1CA0YV67,Tesla,Model X,2018,0.080118385,Electric,35188.7
VINIGPGPXS22MP9OE,Mercedes-Benz,E-Class,2017,3.1,Hybrid,30585.81
VIN55D0Y38ZDEMWSY,BMW,3 Series,2014,1.9,Petrol,53590.94
VINBD6Z7IN53ARCQ2,Mercedes-Benz,C-Class,2013,2.1,Diesel,36691.96
VINSDA6S2SZMYIG9T,Mercedes-Benz,EQC,2019,0,Electric,52510.16
VINIRLBJGV0DW5RLO,BMW,X5,2013,1.2,Diesel,24891.24
VINBEDJDR6AR4APFR,Toyota,Corolla,2022,2,Diesel,52534.07
VINFQ31T3W4832NRW,Mercedes-Benz,C-Class,2021,1.4,Diesel,
VINUY43SGESUF6FXJ,Toyota,Prius,1997,2.9,Hybrid,26101.89
VINHCYGZ6C3A3VEF1,Toyota,Camry,2020,2.8,Petrol,39865.77
VIN2R1G6V01R60WJW,BMW,5 Series,2007,2.9,Petrol,49652.09
VINEDDMUONUF46YUY,Tesla,Model 3,2005,0.058038217,Electric,45440.88
VIN5J106VFDYBV71F,Hyundai,Ioniq,2016,1.3,Hybrid,36926.81
VINW5VBBKNP7GB401,BMW,X3,2014,2.8,Petrol,26337.36
VINW1XJA42UOXBKLX,Mercedes-Benz,E-Class,2015,1.8,Diesel,52232.71
VINJDPEAAKXF9T1YV,Volkswagen,ID.3,2020,0.094732248,Electric,64087.93
VINUIEK1EIU3CT172,Mercedes-Benz,E-Class,2015,2.3,Petrol,48384.86
VINMZ240B6WXSCDK4,Chevrolet,Cruze,2012,3.3,Diesel,35264.59
VINELIM8DX3AXMQFA,Chevrolet,Bolt EV,2002,1.1,Hybrid,46564.04
VINFWL101QTUSA8ME,Chevrolet,Malibu,2019,2.1,Hybrid,35043.93
VINP97OFVL4JZ6R2K,Toyota,Highlander,2005,3.5,Diesel,31817.04
VIND0CHU1P355FWRU,Toyota,Camry,2009,2,Petrol,52561.56
VINFCNNSJZQJUZ1GZ,Hyundai,Elantra,2022,2.2,Hybrid,41736.39
VINPO4Z585SHWB47R,Chevrolet,Cruze,2020,2.2,Diesel,33413.74
VINTEKXTTDIOZGU9R,Ford,Explorer,2010,2.3,Hybrid,27074.16
VINUUKTIFN3F9OE08,BMW,5 Series,2014,1.5,Hybrid,34068.75
VINARL6L9FNO7URU4,BMW,X3,2004,1.3,Hybrid,35517.81
VINLFDX7332N6U060,Mercedes-Benz,EQC,2019,0,Electric,35118.92
VINN2SM3LAZ2NKD1R,Volkswagen,Passat,2019,2.6,Petrol,48339.75
VIN0G5UDAPMLG006E,Ford,Focus,2000,2.1,,31530.09
VINXXCC36NHBMWVRL,Ford,Mustang,2014,1.1,Diesel,48080.29
VINH3D1C7ZCIK4HEC,Ford,Focus,2016,3.1,Petrol,22048.99
VINBS4PZ7BLAOD6C0,BMW,5 Series,2022,2.5,Petrol,50500.3
VIN2UL2SMVLBDEJJB,Tesla,Model Y,2015,0.051607603,Electric,33041.84
VINIHX4TVL8MTSD30,Hyundai,Kona Electric,2022,0.003623279,Electric,50955.98
VINBMHUHS7FM4VP84,Audi,Q5,2020,3.2,Diesel,59082.88
VINJ3XF9BNBGFUVDB,Ford,Explorer,2004,2.8,Diesel,20551.93
VINI5IM9N2LX0Q9CU,Volkswagen,Golf,2009,1.2,Hybrid,34502.28
VINW8LBA0J0HXCCFW,Tesla,Model Y,2008,0.084492568,Electric,54360.15
VINVF9RGTOL4KXXJW,Audi,Q5,2007,1.2,Hybrid,29181.56
VINS0LPQ96Q5LSSW5,BMW,3 Series,2008,2.3,Hybrid,48139.45
VINJHHYRIMFYEIQ1G,BMW,3 Series,2006,2,Petrol,42369.95
VINE0VOARY8VSMMG6,Volkswagen,ID.4,2003,0.003983608,Electric,31262.6
VINB8GMWZTRZQ2WNG,Ford,F-150,2003,2.8,Hybrid,44386.66
VIN52CBIY2P0C9RQL,Ford,Mustang,2009,1.5,Diesel,24243.62
VIN9X6N1LFGYRB36B,Nissan,Sentra,2011,2.9,Diesel,45867.41
VINB14OH05A69EVAT,Mercedes-Benz,E-Class,2002,2.7,Petrol,34985.97
VINVGLXL2GHNNXEDJ,Tesla,Model S,2009,0.039622838,Electric,69543.34
VIN7RID6JW7242PVQ,Volkswagen,Golf,2020,1.7,Diesel,40502.44
VINZPUND5WRLGABYO,Chevrolet,Malibu,2015,1.7,Diesel,46569.28
VINS32S24RPSDESY6,Volkswagen,ID.4,2018,0.013515824,Electric,51408.57
VINP6581ZF54Y9YW2,Toyota,Highlander,2019,1.9,Diesel,33547.73
VIN7PHB66RDV8T8U6,Toyota,Camry,2016,3.3,Hybrid,49203.72
VINSWP00QOV8S17GZ,Ford,Focus,2011,1.4,Hybrid,30989.47
VIN4SFPIY3EUG53B1,Volkswagen,Golf,2006,2.5,Hybrid,29545.83
VIN4E4Z5PIU4DVSJG,Ford,Mustang,2004,1.3,Diesel,44748.84
VINQLYD6LU8OXXJZJ,Chevrolet,Malibu,2010,1.4,Hybrid,
VINOJJTCY7L3EOUE6,Toyota,Corolla,2009,1.4,Hybrid,33858.52
VINQZA81TAWHR545Z,Toyota,Highlander,2005,3.3,Hybrid,41833.34
VINM33432A83I56PU,Hyundai,Ioniq,2016,1.5,Hybrid,42673
VINW7P74Z4PXE8NMI,Chevrolet,Bolt EV,2016,1.5,Diesel,42734.3
VIN1188TB6JTMMXYA,Nissan,Sentra,2012,2.2,Hybrid,25165.63
VIN473EDHMVCKB071,Toyota,Highlander,2000,3.2,Petrol,53543.17
VINGBJE1P1QNJR24D,Mercedes-Benz,EQC,2019,0,Electric,30291.88
VINDU295U9RYZD4OZ,Volkswagen,ID.4,2000,0.064980888,Electric,78192.93
VINO86JDYQPNTXWPL,Toyota,Highlander,2004,1.3,Diesel,34836.2
VINYPLX7V5JM46B92,Tesla,Model S,2022,0.057865397,Electric,54036.98
VINYWY20ZTZFQFPIK,Nissan,Leaf,2022,2.7,Electric,31391.3
VINRLDGOV5XUE4GWG,Chevrolet,Malibu,2020,2.2,Petrol,28026.17
VINFIS3AVUM7BQ6NV,BMW,X5,2005,3.3,Diesel,25241.44
VINHSVN2VBI1X8R3O,Tesla,Model 3,2020,0.055761225,Electric,33140
VINHWPE406XRSCDJK,Mercedes-Benz,GLC,2022,2,Hybrid,37839.21
VINRK50U9QOYUKYDC,Volkswagen,ID.4,2001,0.065306074,Electric,60535.82
VIN9703B6YVWQJMGZ,Toyota,Highlander,2013,2.1,Hybrid,38700.49
VIN6WLNK3FOH3I5F5,Hyundai,Elantra,2004,1.2,Petrol,39534.04
VIN7QAFNC08PPCSCW,Audi,A4,2009,3,Petrol,20261.8
VINLGT1D1TDTPVX5X,Hyundai,Kona Electric,2018,0.009059362,Electric,41965.64
VINRM1M9071BJWSKA,Volkswagen,Golf,2014,1.4,Diesel,55781.12
VIND1JYVCSGQWVYI9,Toyota,Camry,2007,3.4,Diesel,33595.73
VINHO9DY8O383V7ZG,BMW,3 Series,2011,2.8,Hybrid,27928.63
VINAPRFBHN9STPQZ4,Chevrolet,Cruze,2008,3.2,Hybrid,43126.29
VINGKV7ZPWRCLM059,Ford,F-150,2004,3.5,Petrol,36478.77
VINPTWLYWMV1NCB85,Chevrolet,Malibu,2007,1,Hybrid,32422.97
VINH078ZRW8ZXK8LF,Toyota,Prius,2015,3.3,Hybrid,27088.81
VIN6WVO3HDJWBHO7T,Hyundai,Elantra,2022,3.3,Petrol,33672.2
VINZ4TCJ9UU7MNQ6W,Tesla,Model 3,2019,0.018636185,Electric,37076.09
VINCTW76U80TX7N0W,Ford,Mustang,2006,1.8,Petrol,48819.93
VINZ0BHN8Y5URU3B8,Toyota,Corolla,2012,2.2,Hybrid,37811.3
VIN1D4OB9U1P7XLBP,BMW,X5,2020,2.9,Diesel,49075.49
VINELE9GZ3RVG0X6H,Toyota,Corolla,2023,1.6,Diesel,44152.63
VINN1ALCA2UKPN4DW,Audi,e-tron,2020,2.9,Electric,34922.6
VINPE8M6GFDQ474MM,Tesla,Model 3,2000,0.088698911,Electric,33455.91
VING3NNMVKWAO6BHW,BMW,3 Series,2007,1.6,Diesel,43818.49
VINJG5JA44KRKC7A9,Volkswagen,ID.4,2009,0.08333929,Electric,65735.45
VINEF9BSJKC2DN19L,Tesla,Model X,2005,0.034723284,Electric,74712.76
VINJK0YGNFOKTYQQH,Volkswagen,ID.3,2019,0.076513381,Electric,64989.95
VINGNWJJ1O2L9N2JR,BMW,X3,2013,1.1,Hybrid,42144.02
VIN57VLX4CU7EIG00,Toyota,Corolla,2019,1.6,Hybrid,39909.41
VINMKLE40F3WLSSBK,Chevrolet,Cruze,2022,2.5,Hybrid,37305.6
VINB0U7XVMLJM7SJ4,Chevrolet,Malibu,2022,2.4,Diesel,21119.75
VIN7QT1U4QFI6BMZZ,Volkswagen,Passat,2018,3.5,Hybrid,38417.45
VINXM7WRF0F5ON2V7,Hyundai,Ioniq,2004,1.1,Hybrid,41620.2
VINU8904A861WCCWR,Tesla,Model S,2021,0.003583614,Electric,79108.78
VINX14H6CYJN5XDTA,Mercedes-Benz,EQC,2019,0,Electric,55709.11
VINDE6A75T2B0CL2L,Ford,F-150,2003,1.2,Hybrid,
VIN9IL5JEL0WPEBMD,Toyota,Prius,2003,2.7,Hybrid,44165.28
VINS6SMD4UGZUEYC9,Ford,F-150,2019,2.9,Petrol,23583.49
VINEW2X6HJESXLVFK,Volkswagen,Passat,2000,3.5,Hybrid,31225.75
VINU4FHV3DGNHHRTI,Audi,A4,2007,1.3,Hybrid,39547.1
VINX3X3A31NLAASL8,Ford,F-150,2003,3,Petrol,48897.41
VINJTVRFOX5UJDI2A,Volkswagen,Passat,2004,2.4,Diesel,46884.47
VINUZ1MLXH68I0FRT,Tesla,Model X,2010,0.002290789,Electric,45242.59
VINDTAFN6LFPBKWTL,Chevrolet,Bolt EV,2008,2.9,Petrol,46994.56
VINWEZBQWLJ8VJ7EW,Ford,F-150,2003,1.1,Petrol,
VINMWTLFA577CD7BU,Mercedes-Benz,C-Class,2019,3.3,Hybrid,28768.65
VIN86TV4QTYGO28QL,Chevrolet,Cruze,2023,1.9,Diesel,48277.43
VINIPJ8SAT6CMMIAQ,Chevrolet,Bolt EV,2023,1.3,Diesel,34752.41
VIN1BIU4IL8DGQ8CI,Nissan,Leaf,2015,2.2,Electric,25783.76
VIN3E5JNULF3SB6WJ,Chevrolet,Equinox,2021,2.6,Petrol,
VINY52W2QOMSWWQI2,Audi,e-tron,2019,2.5,Electric,34277.98
VIN7V4CT7AQ36HMUU,Tesla,Model Y,2005,0.023018692,Electric,75433.15
VINQQXAKKVJHY0BQ4,BMW,5 Series,2002,2.2,Diesel,43641.31
VINKZU3NNEFBUJEM7,Mercedes-Benz,EQC,2019,0,Electric,46669.66
VINWXYRP2E88PK45C,Ford,Focus,2016,3.5,,21222.35
VIN0QJJL20LC1168J,Chevrolet,Cruze,2010,2.3,Diesel,42939.34
VIN8XVND3MNLAQ3MB,Toyota,Camry,2018,1.6,Hybrid,38668.74
VIN8W4HTXBK36MKFR,BMW,X5,2006,2.7,Hybrid,39908.16
VIN8EI3S3AJRA61T5,Toyota,Prius,2016,1.3,Hybrid,27167.57
VIN8SDROQO56TP4CO,Volkswagen,Golf,2000,3.1,Hybrid,36633.91
VINM8015EBJWHYFIU,Tesla,Model 3,2018,0.097342838,Electric,
VIN0X1N4GNYB3YN8Z,Audi,e-tron,2021,3,Electric,45527.41
VINKS0C6Y2U40CP7Q,Toyota,Camry,2021,1.6,Hybrid,40839.09
VINUFZ0MV3NEBX4JS,BMW,5 Series,2005,3.3,Petrol,45708.6
VINGNRNTNNZK9RIU8,Nissan,Sentra,2001,2.5,Hybrid,42297.58
VIN8HAX2Q60Q4LSBL,BMW,X3,2020,2.7,Hybrid,33782.26
VIN5SBAZLSHVUQJ7C,BMW,3 Series,2011,2.9,Petrol,47010.99
VIN8S5WUG4EW03HT2,Volkswagen,Golf,2000,3.3,Diesel,52307.81
VINRW9H221EEIAKA8,Audi,e-tron,2021,1.5,Electric,40277.23
VINT7SJX3AAWOAV5F,Hyundai,Ioniq,2016,2.4,Petrol,44614.58
VIN2ZCF3QSAAW7QJK,Nissan,Altima,2008,3.1,Hybrid,36909.65
VINCTKO4F3CWVEPJQ,Chevrolet,Malibu,2000,2.5,,46581.9
VIN22KNCE15A2E7Z6,Audi,A4,2003,3.3,Hybrid,37582.54
VINBAJBD3BINA0RM5,Audi,A3,2022,1.3,Diesel,55513.36
VIN9GB2UUMTTB0JVG,Chevrolet,Equinox,2017,1.6,Hybrid,47795.52
VINZ7X79MND2CM3VB,Nissan,Leaf,2020,1.4,Electric,43563.73
VINN8A1E6DT97MU8P,Hyundai,Elantra,2013,1.3,Petrol,31938.44
VIN5RQBT5S55BKJ9V,Chevrolet,Equinox,2000,3,Diesel,27567.99
VIN4QUZ0BS26FL3YN,Volkswagen,Golf,2021,1.7,Petrol,45822.51
VIN9QGCCIX968YQCV,Nissan,Rogue,2016,1,Petrol,22540.17
VINMO5W661186O0J2,Chevrolet,Malibu,2009,3,Hybrid,
VINX0L39P4MRW5PQC,Hyundai,Elantra,2008,2.9,Hybrid,49024.61
VINDJVNJY60E2BCM1,Audi,A3,2020,2.9,Hybrid,29222.35
VINPB2MFI34Q2ZTQ0,Chevrolet,Cruze,2010,2.2,Petrol,53693.95
VINYVOVLT5EA60ADP,BMW,X3,2016,3.5,Petrol,50033.99
VINKI9Y7T0Y8M13J0,BMW,X5,2015,3.3,Diesel,44393.72
VINOLJHRAGUKSBV6F,Hyundai,Elantra,2004,1.8,Petrol,31918.74
VINMOA2QFQEBFSA1K,BMW,3 Series,2002,2.8,Diesel,40267.58
VINSPZEQ29RUWWB70,Hyundai,Elantra,2019,3.3,Petrol,39623.18
VIN27K27QDWHGZY5P,Ford,Mustang,2008,2.9,Petrol,56044.95
VINW7T7PEUTP1XLNJ,Mercedes-Benz,EQC,2019,0,Electric,35156.22
VINQXFLJYSQ920Y3Q,Audi,A3,2006,2.8,Hybrid,38328
VINPR838T3TQTCDR4,Toyota,Highlander,2002,1.6,Hybrid,48531.84
VIN7XVXU13LQ8UOY3,Tesla,Model S,2005,0.006630788,Electric,52677.27
VIN05Q6UL37TO22K6,Nissan,Altima,2012,2.7,Petrol,54496.2
VINKJOLPHRO1Z04AV,BMW,5 Series,2016,2.2,Diesel,50559.76
VINWJQ1NLZPTBCPIE,Ford,F-150,2004,2.7,Petrol,34060.26
VINHM2ND6BJ038QT4,Chevrolet,Cruze,2021,3,Diesel,54835.47
VIN6MI0R7KWPYKZXF,Chevrolet,Bolt EV,2006,2.3,Diesel,36665.36
VIN0E01BDPWLVD2CO,Nissan,Sentra,2012,1.8,Petrol,24845.45
VINP2U07Q6ZSBUTXG,Ford,Focus,2012,2,Diesel,33007.29
VINZUEHGMHWDULM0S,Hyundai,Santa Fe,2018,1.7,Petrol,
VINFRGZ7FBT2WD8IZ,Ford,Explorer,2012,3.4,Petrol,28570.4
VIN4VJBJRE2CWC9UD,Hyundai,Santa Fe,2014,2.1,Petrol,49372.1
VIN8IR0V32LZ9G35R,Volkswagen,ID.3,2022,0.014302655,Electric,70006.89
VINLB22X6EVUTCZL0,BMW,5 Series,2003,1.4,Diesel,22020.17
VINJQCOJJ72VGSIA6,Audi,Q5,2016,1.4,Hybrid,25520.61
VINPDGTKJHC9C183A,Toyota,Highlander,2004,1.4,Hybrid,25511.51
VINGURKNZJFQPQDBK,Chevrolet,Cruze,2001,3.5,Diesel,37233.18
VINI8SERZQ9FNV4XT,Toyota,Camry,2008,1.9,Diesel,51606.29
VIN0UYIN6GEDEXBRD,Nissan,Altima,2022,2.5,Petrol,55472.26
VIN6JOH40G8GS28DG,Toyota,Highlander,2018,2.1,Petrol,30719.62
VINI2OQIED39EKNL1,Chevrolet,Cruze,2023,2.9,Petrol,58503.66
VINAVWGYTR95OO50H,Mercedes-Benz,C-Class,2020,1.4,Diesel,46292.14
VINHINNNXYROAJP97,Chevrolet,Equinox,2017,2.7,Petrol,38395.49
VIN7READXAPADX9C8,Chevrolet,Malibu,2011,2.7,Diesel,48042.87
VIN92A2F5FU8VLGD3,Ford,F-150,2008,2.1,Hybrid,47321.61
VIN2AU5QRUJL68KXA,Audi,A4,2017,1.6,,49435.52
VINJ7AY8EYI1TCGX7,Nissan,Altima,2004,3.4,Diesel,37054.67
VINC76AEZ84EPLAYG,Mercedes-Benz,E-Class,2000,2.1,Petrol,38779.34
VIN45N40NQUCG45XF,Chevrolet,Cruze,2020,2.5,Diesel,29000.08
VIN1WY59F4TMEK847,Audi,Q5,2014,1.3,Hybrid,48751.65
VINASQ42I9UK1RB2H,Volkswagen,ID.4,2005,0.033112782,Electric,
VINGLOJ205P8XJWHL,Ford,Explorer,2010,2.3,Hybrid,
VINGN7KECHWQ8Q7GE,Chevrolet,Malibu,2000,1.2,Diesel,21296.6
VINY5RLDGEK76H6U3,Audi,A3,2017,2.9,Hybrid,36738.32
VIN9AGUBZS7BQQ1X4,Audi,A3,2015,1,Petrol,39967.58
VINL7Z4KZDWDT90Y8,Hyundai,Kona Electric,2018,0.036320519,Electric,68222.61
VINCT78YCSRMUGY4A,Chevrolet,Cruze,2073,1.7,Diesel,56830.6
VINFP1Y6LDLEIFBVZ,Hyundai,Ioniq,2013,3.5,Diesel,47699.95
VINXUDRB9OYS103AU,BMW,5 Series,2016,3.2,Petrol,58255.34
VIN5P3O6S93LQGF7Z,Mercedes-Benz,C-Class,2022,3.3,Hybrid,31690.9
VINFK89FKI9ZL97QB,Volkswagen,Passat,2009,1.7,Diesel,29830.05
VIN77M2RDW69QZ6PV,Volkswagen,ID.3,2019,0.080201872,Electric,59477.84
VINRR0Q4WO02HE794,Toyota,Highlander,2021,1.1,Hybrid,48386.39
VINQWGFL0WQW36JE5,Tesla,Model S,2000,0.086910555,Electric,69407.95
VINOQTFWB9V0ERF9U,Ford,F-150,2009,1.5,Diesel,23887.99
VIN8R6GKBTOK8LP37,Toyota,Prius,2020,1.3,Hybrid,39855.36
VINMU9658LFFUEGB5,Volkswagen,Golf,2010,2.1,Petrol,20272.78
VINXUA0WCZVIMBCZZ,Mercedes-Benz,EQC,2019,0,Electric,39171.21
VINZ70TYRC8HKNNBG,Hyundai,Kona Electric,2022,0.070571693,Electric,37895.64
VIN1LNXVOV52UYXJI,BMW,5 Series,2012,1.2,Diesel,33269.8
VINTTXM1KCZPMP0R1,Nissan,Rogue,2006,2.1,Petrol,42998.55
VINUKG9O80E2W9TVW,Tesla,Model 3,2005,0.00970443,Electric,47670.73
VINT6KMAF4GX80CL4,Tesla,Model Y,2021,0.005504233,Electric,40012.67
VIN7C13792N0F76MW,Ford,Explorer,2013,1.8,Diesel,
VIN0S8VR3K27EOIRM,Nissan,Altima,2001,1.3,,35977.93
VIN4FPHE2H8FDQY3Z,BMW,X5,2020,1.3,Petrol,23055.75
VINL50X5RS26YN9SU,Ford,Mustang,2015,2,Diesel,56858.28
VIN6EJ40SDDB5KBFG,Nissan,Altima,2015,2.3,Petrol,43861.78
VINMO18G9E4GU14K4,BMW,5 Series,2014,1.7,Diesel,44248.96
VIN3908EYHE9HH97B,Nissan,Rogue,2011,1.9,Diesel,33159.62
VIN7CEMUARRU3AWHC,Tesla,Model S,2001,0.025783377,Electric,78894.68
VINLXWX2EJO3OZ5AK,Chevrolet,Cruze,2015,1.4,Petrol,59667.99
VINQRALHI3KYAERPU,Volkswagen,Golf,2005,3.3,Diesel,22788.41
VINI5PDRVEJYUKJJU,Audi,A4,2015,1.2,Hybrid,40682.75
VINR26HED9S58XSGG,Ford,Mustang,2015,2.9,Hybrid,27243.8
VIN2ONV3HX4SHA06F,Chevrolet,Equinox,2016,3.2,Hybrid,31888.66
VINNH76IWQHFPE1U2,Mercedes-Benz,EQC,2019,0,Electric,23468.95
VINLYWTEXOUCNHROX,Audi,A3,2021,2.4,,53727.85
VINACURLKBINHCSXR,Volkswagen,ID.3,2021,0.0267192,Electric,42167.09
VINI4O6XTIF9YD2JL,Mercedes-Benz,EQC,2019,0,Electric,33940.71
VIN2BPPYZ2WMY51XS,BMW,X5,2016,3.2,Petrol,34305.72
VIN6OC26N69QCSJC9,Volkswagen,ID.3,2022,0.03542987,Electric,47054.47
VINJ0459OQXH9GBYP,BMW,3 Series,2022,1.2,Diesel,34974.77
VINE350A02ARUSAHS,BMW,5 Series,2019,3.1,Petrol,22736.49
VINQNHNY8VLLKEYGB,Hyundai,Ioniq,2013,2.4,Hybrid,27031.82
VINTEPMY6G01X6UP1,Toyota,Camry,2007,2.8,Hybrid,47238.37
VINSITQUKD2RNHOA0,Hyundai,Kona Electric,2020,0.053612826,Electric,69313.31
VINZVJCX6940UZJXC,Mercedes-Benz,C-Class,2000,2.7,Hybrid,44433.87
